duration,protocol,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,count,srv_count,serror_rate,rerror_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,same_srv_rate,label
27,udp,dns,SF,9054,9102,0,1,1,2,0,0,16,52,0.3,0.85,0.91,160,0,0.48,satan
160,udp,http,S0,4334,202,0,0,0,1,3,0,12,83,0.43,0.13,0.29,32,102,0.01,portsweep
911,icmp,telnet,REJ,4172,7945,0,2,3,0,0,1,52,70,0.33,0.25,0.08,150,197,0.11,satan
671,udp,telnet,REJ,3567,7600,1,2,1,5,1,0,71,1,0.87,0.5,0.45,145,119,0.32,neptune
861,tcp,ftp,RSTR,4466,639,0,0,2,0,0,0,82,22,0.66,0.72,0.39,29,154,0.41,satan
532,tcp,ftp,SF,4628,2668,0,2,2,1,4,1,56,45,0.57,0.7,0.17,48,13,0.74,nmap
88,udp,telnet,REJ,9712,4281,1,1,2,0,5,0,79,100,0.52,0.78,0.83,170,57,0.7,buffer_overflow
917,udp,telnet,S0,4880,6349,0,2,3,0,3,1,70,77,0.83,0.7,0.59,167,36,0.39,portsweep
421,udp,dns,S0,2914,7426,0,3,3,5,5,1,65,59,0.01,0.64,0.4,195,103,0.31,normal
8,udp,ftp,SF,7042,3693,1,0,3,0,2,0,50,43,0.26,0.45,0.55,170,98,0.88,smurf
95,icmp,dns,SF,5487,2384,0,0,2,4,4,0,3,94,0.13,0.13,0.92,83,63,0.29,warezclient
481,icmp,http,RSTR,3820,6368,0,1,2,0,5,0,33,72,0.14,0.67,0.53,85,176,0.32,teardrop
375,icmp,ftp,REJ,6954,8163,0,3,2,3,5,1,44,87,0.35,0.63,0.5,118,207,0.32,neptune
708,tcp,http,REJ,941,8643,1,3,2,1,2,1,64,28,0.25,0.85,0.78,8,108,1.0,normal
305,udp,telnet,S0,7135,674,1,1,1,2,1,1,88,7,0.03,0.18,0.17,64,22,0.06,buffer_overflow
417,icmp,telnet,REJ,7326,7975,0,1,2,1,1,1,32,82,0.99,0.3,0.36,87,113,0.11,portsweep
67,tcp,ftp,S0,8729,4298,0,1,0,0,4,1,51,0,0.94,0.78,0.12,28,5,0.69,nmap
793,tcp,telnet,S0,6340,2248,1,2,1,0,3,0,50,10,0.72,0.13,0.54,35,240,0.39,portsweep
334,tcp,ftp,RSTR,2992,1966,1,2,3,3,4,1,26,7,0.36,0.76,0.73,191,146,0.37,smurf
298,tcp,telnet,REJ,1375,5550,1,0,1,1,2,1,65,98,0.54,0.32,0.45,156,237,0.36,satan
477,icmp,http,SF,9776,7041,1,2,1,2,0,0,41,32,0.62,0.25,0.59,95,73,0.91,normal
491,udp,dns,RSTR,2429,3000,0,2,3,0,4,0,91,85,0.94,0.35,0.36,109,129,0.15,normal
33,icmp,telnet,RSTR,2411,6467,1,2,3,2,0,0,90,74,0.43,0.67,0.35,96,75,0.47,satan
460,icmp,http,REJ,7341,4915,0,3,0,1,3,0,57,91,0.95,0.66,0.87,163,24,0.68,satan
278,tcp,http,REJ,3760,1223,0,3,1,5,3,1,10,90,0.7,0.44,0.51,0,125,0.55,teardrop
72,icmp,dns,RSTR,7872,675,1,0,0,1,4,1,2,4,0.47,0.5,0.18,91,14,0.83,guess_passwd
882,udp,dns,RSTR,1142,9921,0,0,2,0,2,0,8,69,0.04,0.05,0.13,242,156,1.0,teardrop
678,tcp,ftp,REJ,4121,1366,1,0,1,3,3,1,61,55,0.45,0.06,0.3,79,213,0.44,nmap
822,icmp,http,REJ,7886,1263,1,0,0,5,2,0,12,21,0.14,0.95,0.82,236,164,0.91,portsweep
146,tcp,http,REJ,4706,5573,0,1,0,5,5,0,1,2,0.86,0.82,0.11,136,65,1.0,warezclient
614,tcp,http,REJ,1308,1572,1,0,3,4,1,0,87,30,0.28,0.81,0.07,69,81,0.9,neptune
288,udp,dns,REJ,6956,4785,1,3,3,0,1,1,55,93,0.29,0.0,0.82,108,34,0.39,normal
336,tcp,dns,REJ,8019,3825,0,0,3,4,1,1,32,31,0.78,0.67,0.49,46,165,0.8,guess_passwd
881,tcp,telnet,SF,8718,5794,0,3,0,2,1,1,68,33,0.92,0.85,0.43,120,237,0.51,nmap
243,udp,ftp,RSTR,3515,3970,0,1,3,5,0,1,93,63,0.22,0.19,0.44,200,243,0.04,nmap
584,icmp,http,REJ,6925,430,0,2,2,4,4,0,87,38,0.88,0.47,0.8,100,185,0.21,satan
305,icmp,dns,S0,9600,8093,0,1,1,1,0,1,8,46,0.86,0.45,0.04,111,219,0.19,satan
568,udp,http,RSTR,3462,7482,0,3,0,5,5,0,28,62,0.18,0.75,0.78,195,131,0.46,guess_passwd
686,tcp,ftp,RSTR,8180,9440,1,1,1,0,5,0,80,30,0.76,0.32,0.55,99,82,0.91,satan
535,icmp,ftp,RSTR,6989,7653,0,0,3,4,3,0,42,75,0.4,0.68,0.12,66,134,0.76,neptune
717,tcp,http,S0,3485,5360,0,2,0,4,2,0,14,77,0.96,0.64,0.28,2,232,0.73,portsweep
466,tcp,http,S0,13,4107,0,2,0,5,3,0,19,89,0.27,0.45,0.76,143,164,0.73,satan
739,icmp,http,REJ,1336,637,0,2,0,3,5,0,5,60,0.87,0.5,0.63,126,115,0.95,neptune
974,udp,telnet,SF,9309,4194,0,1,1,4,3,1,99,96,0.93,0.02,0.21,219,118,0.03,satan
64,tcp,ftp,RSTR,6919,9963,1,0,1,0,3,0,96,8,0.56,0.87,0.39,74,190,0.22,smurf
496,icmp,http,RSTR,5819,227,1,0,2,3,0,1,77,64,0.38,0.68,0.92,201,75,0.23,buffer_overflow
983,tcp,dns,S0,5394,6833,0,3,2,0,0,1,47,55,0.98,0.21,0.02,223,200,0.57,buffer_overflow
763,icmp,telnet,REJ,172,3971,1,0,0,4,1,0,83,58,0.72,0.05,0.2,184,117,0.72,normal
372,icmp,ftp,RSTR,9302,2979,1,3,0,5,3,1,58,10,0.42,0.28,0.83,9,239,0.63,teardrop
750,icmp,ftp,S0,300,7727,1,2,3,5,1,1,45,49,0.2,0.62,0.06,75,82,0.11,portsweep
532,icmp,dns,SF,2892,7305,1,1,0,4,4,0,58,48,0.56,0.91,0.99,82,21,0.97,warezclient
647,udp,telnet,SF,6514,3445,1,1,3,2,2,1,59,35,0.86,0.77,0.67,10,122,0.72,buffer_overflow
296,udp,dns,S0,9948,2285,0,3,0,0,0,1,15,14,0.85,0.24,0.3,252,193,0.7,warezclient
801,icmp,ftp,SF,2294,5910,1,2,2,4,3,0,31,70,0.14,0.51,0.56,165,132,0.43,portsweep
296,icmp,ftp,SF,7957,2803,1,3,1,5,4,0,96,21,0.2,0.17,0.55,160,86,0.67,smurf
708,tcp,telnet,SF,7634,9468,1,0,0,5,1,0,22,37,0.15,0.56,0.55,216,128,0.03,teardrop
209,udp,http,SF,5180,7009,1,3,0,3,4,1,31,21,0.3,0.48,0.11,216,35,0.94,warezclient
125,udp,http,RSTR,5885,3242,1,0,3,2,4,1,85,38,0.29,0.11,0.27,180,249,0.86,smurf
286,tcp,http,RSTR,6422,601,1,0,0,4,3,1,7,89,0.46,0.7,0.02,197,32,0.28,nmap
876,icmp,ftp,S0,8744,357,0,0,3,1,3,1,70,81,0.83,0.13,0.26,119,237,0.98,smurf
713,tcp,http,REJ,6000,1092,0,2,2,0,1,0,92,41,0.84,0.89,0.53,95,53,0.16,guess_passwd
762,icmp,telnet,REJ,7615,9406,1,1,3,5,0,0,27,85,0.64,0.48,0.08,7,64,0.87,neptune
54,icmp,ftp,SF,5812,4176,0,1,2,4,0,0,67,87,0.86,0.86,0.02,251,195,0.55,teardrop
594,udp,http,SF,8229,9456,0,2,3,2,4,0,83,74,0.85,0.19,0.13,161,211,0.9,neptune
524,icmp,ftp,RSTR,5453,7641,1,0,1,3,3,0,94,81,0.22,0.97,0.04,127,7,0.83,satan
194,tcp,telnet,S0,8912,3556,0,0,1,3,3,0,77,3,0.72,0.75,0.43,224,236,0.66,satan
201,udp,telnet,REJ,8300,178,0,0,2,2,3,0,36,64,0.78,0.64,0.15,179,121,0.79,satan
489,tcp,dns,SF,9333,1284,1,2,1,4,1,1,43,87,0.28,0.32,0.72,248,89,0.05,normal
62,icmp,dns,RSTR,8959,2634,0,2,2,3,3,1,90,70,0.09,0.75,0.85,160,197,0.74,teardrop
230,tcp,telnet,SF,7922,539,1,1,0,0,5,1,77,81,0.79,0.1,0.65,76,218,0.65,buffer_overflow
710,udp,telnet,S0,2982,3915,0,0,2,3,3,1,71,58,0.51,0.47,0.07,100,172,0.62,satan
169,udp,telnet,REJ,5894,1369,0,1,1,1,5,0,46,42,0.36,0.56,0.35,166,182,0.24,teardrop
974,udp,telnet,REJ,7188,1926,1,1,1,4,3,1,28,38,0.49,0.3,0.74,105,193,0.05,smurf
573,udp,ftp,RSTR,7166,4970,0,2,2,5,1,0,0,56,0.77,0.79,0.82,110,85,0.81,portsweep
926,udp,http,SF,7767,1563,1,1,2,4,4,0,49,72,0.11,0.43,0.79,63,239,0.78,teardrop
538,udp,http,S0,4338,6333,0,2,1,5,0,0,62,98,0.59,0.26,0.44,188,197,0.42,portsweep
754,tcp,http,SF,3616,9332,1,3,2,2,0,0,17,29,0.22,0.77,0.71,244,115,0.42,smurf
452,tcp,http,S0,9165,5809,0,2,1,1,4,1,67,46,0.14,0.06,0.76,215,138,0.09,warezclient
943,tcp,dns,SF,832,5431,1,2,2,1,3,1,1,3,0.79,0.49,0.75,231,36,1.0,portsweep
627,tcp,ftp,S0,9029,18,0,3,2,2,2,0,15,40,0.24,0.2,0.35,237,187,0.43,nmap
45,icmp,http,S0,9679,9801,0,2,1,3,2,1,70,38,0.55,0.97,0.43,127,211,0.21,neptune
80,icmp,dns,SF,962,5950,1,3,2,5,0,1,35,73,0.2,1.0,0.15,75,110,0.69,teardrop
572,icmp,ftp,SF,3291,188,1,3,2,0,5,0,13,97,0.53,0.95,0.38,213,157,0.21,guess_passwd
837,udp,ftp,REJ,5416,3765,0,3,2,4,4,1,68,51,0.2,0.57,0.58,175,110,0.29,buffer_overflow
355,tcp,ftp,REJ,4954,4966,1,2,2,4,5,0,2,47,0.1,0.07,0.42,172,59,0.59,neptune
353,icmp,telnet,SF,2354,9225,1,1,1,0,3,0,21,33,0.44,0.32,0.77,51,143,0.69,warezclient
374,tcp,dns,REJ,9194,3302,0,2,1,2,0,1,0,55,0.6,0.31,0.55,14,199,0.88,teardrop
369,icmp,dns,RSTR,2805,3450,1,0,1,2,1,0,50,82,0.1,0.03,0.43,31,110,0.49,guess_passwd
299,udp,dns,RSTR,1767,8193,1,1,2,4,1,1,41,62,0.47,0.43,0.36,223,110,0.62,neptune
64,udp,http,S0,6722,3752,0,1,3,1,3,1,51,2,0.06,0.34,0.51,69,217,0.75,normal
82,tcp,dns,RSTR,9701,3779,0,3,1,2,5,0,37,78,0.09,0.24,0.1,226,205,0.93,portsweep
59,icmp,http,SF,485,7733,0,2,3,3,2,1,63,44,0.48,0.43,0.02,62,107,0.76,neptune
996,udp,ftp,SF,8212,9941,0,1,1,5,3,0,9,40,0.63,0.59,0.83,77,150,0.64,guess_passwd
656,udp,http,SF,7408,2078,1,3,2,0,3,0,36,61,0.16,0.94,0.19,83,4,0.61,satan
714,tcp,ftp,REJ,5063,1961,0,3,3,2,5,0,48,100,0.97,0.67,0.78,208,51,0.5,nmap
58,udp,telnet,REJ,3038,8899,0,2,1,4,5,0,60,59,0.44,0.58,0.42,191,134,0.09,teardrop
32,tcp,telnet,RSTR,1878,7043,1,0,0,2,4,1,65,84,0.73,0.11,0.35,87,104,0.96,smurf
758,tcp,dns,RSTR,3300,8231,1,2,0,3,5,1,29,29,0.47,0.83,0.43,4,198,0.55,portsweep
373,icmp,http,REJ,6282,1024,1,2,3,5,0,1,5,79,0.42,0.48,0.27,44,120,0.26,normal
61,udp,dns,REJ,9518,2564,1,1,0,3,4,0,24,18,0.83,0.93,0.45,28,231,0.13,neptune
813,icmp,telnet,S0,4362,637,1,2,2,2,4,0,51,82,0.83,0.02,0.55,131,46,0.47,portsweep
97,tcp,ftp,REJ,9114,3131,1,1,0,5,1,1,1,56,0.71,0.62,0.2,52,148,0.59,portsweep
505,tcp,telnet,SF,7769,9706,1,2,1,1,1,0,86,27,0.49,0.22,0.32,10,182,0.97,smurf
301,icmp,http,SF,724,9747,1,1,2,5,2,0,44,60,0.96,0.65,0.13,68,222,0.8,neptune
602,udp,ftp,SF,2251,3080,0,2,2,4,0,1,47,21,0.0,0.1,0.92,141,132,0.42,warezclient
321,icmp,ftp,REJ,6852,3578,0,0,0,5,5,0,36,5,0.3,0.94,0.44,57,178,0.69,normal
429,icmp,dns,REJ,6455,2903,0,3,2,1,3,1,84,80,0.61,0.92,0.77,54,179,0.42,buffer_overflow
846,tcp,http,S0,1637,9503,1,0,3,3,4,0,4,97,0.5,0.56,0.65,42,84,0.76,warezclient
567,icmp,telnet,RSTR,9373,2485,0,1,0,0,5,1,81,58,0.55,0.7,0.94,179,3,0.88,buffer_overflow
976,udp,dns,RSTR,849,6688,0,3,2,4,3,0,82,21,0.66,0.4,0.83,208,215,0.02,portsweep
22,icmp,ftp,REJ,4450,9181,1,2,0,3,3,0,77,98,0.24,0.08,0.85,174,116,0.22,neptune
723,icmp,telnet,SF,60,3819,1,1,1,1,0,1,29,86,0.36,0.38,0.09,109,155,0.58,guess_passwd
203,icmp,http,RSTR,6003,965,0,3,1,0,4,0,63,80,0.26,0.83,0.32,106,52,0.84,guess_passwd
490,udp,ftp,REJ,1084,2389,1,0,3,3,5,1,26,49,0.74,0.58,0.96,154,87,0.57,normal
495,tcp,dns,SF,791,6256,0,2,1,0,5,0,23,60,0.66,0.6,0.44,249,22,0.46,guess_passwd
783,udp,telnet,SF,1895,2434,0,2,3,4,0,1,42,30,0.54,0.67,0.85,162,200,0.83,guess_passwd
711,udp,http,RSTR,5521,5804,0,2,0,2,4,0,39,22,0.26,0.87,0.78,55,139,0.09,satan
646,tcp,http,RSTR,4090,7139,1,0,2,4,0,1,59,2,0.4,0.24,0.82,46,186,0.52,guess_passwd
140,udp,ftp,RSTR,3078,5447,1,2,2,0,5,0,1,15,0.56,0.87,0.9,161,196,0.13,buffer_overflow
639,tcp,http,RSTR,8895,2481,1,2,1,1,0,0,43,12,0.36,0.62,0.19,218,17,0.88,nmap
764,tcp,telnet,SF,3961,2181,1,3,1,3,4,1,24,41,0.43,0.93,0.44,51,50,0.84,normal
467,udp,http,SF,9561,4037,0,3,3,2,2,1,39,80,0.4,0.25,0.28,227,158,0.23,smurf
37,icmp,http,RSTR,2480,9482,1,2,3,0,4,0,15,100,0.47,0.21,0.12,210,49,0.2,warezclient
245,udp,dns,S0,744,7392,1,3,0,0,1,0,63,96,0.6,0.81,0.5,81,5,0.33,guess_passwd
557,icmp,http,S0,8144,58,0,0,3,5,5,0,59,22,0.67,0.12,0.3,138,119,0.62,nmap
271,icmp,ftp,REJ,8151,2620,0,3,1,2,1,0,81,43,0.96,0.83,0.17,52,45,0.98,buffer_overflow
678,tcp,ftp,SF,2726,4000,1,1,0,5,3,1,22,67,0.3,0.82,0.97,148,97,0.76,neptune
746,tcp,dns,S0,6652,2079,0,3,3,1,3,1,4,28,0.08,0.72,0.17,18,119,0.32,neptune
453,icmp,telnet,S0,2028,6288,0,1,1,3,3,1,9,82,0.76,0.55,0.46,17,190,0.81,smurf
697,udp,http,RSTR,1955,7782,1,3,1,2,4,0,25,36,0.92,0.1,0.79,158,17,0.57,buffer_overflow
706,icmp,dns,S0,1892,7618,1,3,3,2,0,1,5,78,0.11,0.09,0.1,223,38,0.15,neptune
721,tcp,ftp,REJ,9996,5241,1,1,3,5,1,0,56,36,0.17,0.5,0.22,160,66,0.81,satan
224,udp,telnet,REJ,8498,7694,0,0,2,5,5,0,98,34,0.73,0.74,0.19,145,100,0.0,smurf
204,tcp,http,RSTR,455,3419,1,0,0,2,3,0,8,73,0.9,0.96,0.25,93,179,0.96,satan
555,udp,http,SF,9951,6060,0,3,2,5,4,0,12,97,0.38,0.31,0.9,217,87,0.97,satan
287,udp,http,RSTR,4213,9606,0,0,1,3,3,1,29,61,0.06,0.61,0.66,128,188,0.79,warezclient
767,tcp,telnet,RSTR,6864,5931,1,2,2,3,0,1,75,6,0.78,0.11,0.79,171,115,0.62,nmap
935,icmp,dns,REJ,9516,5946,1,0,1,5,1,0,21,9,0.44,0.98,0.31,77,46,0.29,teardrop
849,tcp,http,SF,9535,1746,0,3,0,3,3,0,83,2,0.47,0.43,0.07,104,206,0.01,nmap
248,icmp,http,SF,1576,88,0,0,2,4,5,1,17,61,0.83,0.27,0.63,18,181,0.13,neptune
168,icmp,telnet,RSTR,1452,6899,1,1,0,3,0,1,21,55,0.16,0.5,0.39,60,19,0.5,guess_passwd
848,tcp,dns,REJ,1257,6689,0,0,0,2,0,0,83,79,0.74,0.71,0.66,90,114,0.81,smurf
288,icmp,dns,RSTR,9731,8079,1,3,2,5,5,0,39,21,1.0,0.59,0.33,179,162,0.03,teardrop
845,udp,http,S0,3566,3776,1,2,0,0,5,0,8,27,0.53,0.64,0.17,91,198,0.53,teardrop
512,udp,ftp,SF,8706,4953,1,2,2,4,2,0,58,53,0.17,0.6,0.41,162,129,0.92,buffer_overflow
757,icmp,dns,S0,4460,3303,0,0,2,3,1,1,92,29,0.02,0.57,0.62,2,40,0.73,normal
155,tcp,telnet,S0,4128,8346,0,3,1,2,0,1,20,47,0.07,0.31,0.82,248,254,0.01,teardrop
832,tcp,dns,RSTR,8578,1871,1,3,3,1,3,1,58,20,0.53,0.14,0.59,250,211,0.57,warezclient
791,icmp,http,RSTR,3159,6988,0,3,2,4,5,1,37,1,0.55,0.08,0.09,50,223,0.79,normal
401,icmp,dns,REJ,1394,7012,1,1,1,5,4,0,74,18,0.15,1.0,0.02,43,205,0.84,neptune
957,tcp,http,S0,5178,2971,1,2,0,4,4,0,79,12,0.37,0.63,0.64,107,152,0.96,normal
594,icmp,telnet,REJ,6515,5093,0,2,0,2,4,1,11,83,0.04,0.21,0.49,228,7,0.17,guess_passwd
465,icmp,http,S0,7737,6878,1,0,1,1,2,1,82,46,0.17,0.83,0.46,87,1,0.55,warezclient
403,icmp,dns,REJ,7706,7103,0,3,3,2,0,0,35,55,0.59,0.31,0.01,123,61,0.0,warezclient
34,tcp,telnet,RSTR,3705,9760,0,0,0,0,0,1,47,84,0.08,0.88,0.27,65,132,0.86,satan
960,icmp,telnet,S0,9396,1295,1,0,2,1,1,0,60,13,0.52,0.51,0.32,19,239,0.97,warezclient
336,icmp,dns,REJ,9300,2996,0,1,2,5,0,0,26,83,0.38,0.94,0.52,45,103,0.23,buffer_overflow
749,udp,dns,RSTR,4873,4517,1,1,2,2,4,1,100,2,0.15,0.14,0.2,149,206,0.5,portsweep
836,icmp,telnet,S0,5067,2210,0,0,0,2,0,0,66,87,0.48,0.85,0.07,115,206,0.87,smurf
867,tcp,dns,S0,6400,3365,1,0,2,3,5,0,83,24,0.34,0.59,0.9,17,106,0.73,neptune
507,icmp,ftp,SF,7245,1926,0,2,2,5,2,0,13,64,0.91,0.41,0.18,25,53,0.94,buffer_overflow
818,tcp,ftp,S0,380,2067,0,3,3,0,1,1,45,73,0.57,0.32,0.42,18,168,0.22,buffer_overflow
987,tcp,http,REJ,7631,8355,1,3,0,3,0,0,28,19,0.06,0.92,0.16,145,35,0.16,neptune
960,tcp,http,S0,63,7293,0,2,0,5,0,1,29,96,0.11,1.0,0.18,130,167,0.97,teardrop
561,udp,ftp,RSTR,5216,9820,0,2,2,4,5,1,94,84,0.94,0.83,0.08,142,137,0.51,teardrop
140,icmp,telnet,RSTR,1354,4697,0,0,2,5,0,0,31,6,0.28,0.08,0.38,242,50,0.0,nmap
217,udp,ftp,REJ,4716,2430,1,0,2,2,1,1,23,75,0.73,0.44,0.85,133,246,0.12,portsweep
335,udp,http,RSTR,24,8674,1,2,2,2,0,0,45,47,0.2,0.83,0.57,38,240,0.26,smurf
847,tcp,http,S0,8307,2193,1,1,3,2,4,1,94,90,0.4,0.73,0.02,50,122,0.56,portsweep
802,udp,telnet,SF,2157,8022,1,1,2,2,5,1,48,42,0.64,0.27,0.04,118,45,0.7,teardrop
276,icmp,telnet,RSTR,1511,337,0,1,0,5,2,0,75,5,0.9,0.9,0.81,138,254,0.14,smurf
720,udp,dns,S0,7649,8061,0,2,0,1,5,1,36,60,0.23,0.81,0.32,254,114,0.77,neptune
767,icmp,ftp,SF,9409,8671,0,2,3,2,4,0,2,61,0.86,0.47,0.07,107,149,0.98,neptune
913,icmp,ftp,RSTR,165,9224,1,1,1,1,1,0,47,66,0.45,0.94,0.59,232,191,0.87,smurf
667,icmp,ftp,SF,6371,8806,1,0,3,1,3,0,54,1,0.11,0.66,0.82,249,106,0.31,warezclient
335,udp,ftp,SF,1108,8903,1,1,2,3,1,1,2,11,0.38,0.01,0.94,248,25,0.4,neptune
350,udp,dns,S0,8412,6587,0,3,1,4,3,1,52,63,0.95,0.53,0.81,158,235,0.1,neptune
417,icmp,dns,S0,9313,4639,1,1,1,3,2,0,100,57,0.41,0.97,0.77,212,94,0.06,teardrop
925,tcp,http,S0,438,6628,0,0,3,5,0,1,41,7,0.86,0.07,0.1,10,198,0.65,satan
538,udp,ftp,REJ,467,9195,1,3,0,5,5,1,99,37,0.92,0.88,0.22,115,253,0.06,neptune
535,tcp,dns,S0,6133,8857,1,2,1,5,3,0,9,92,0.29,0.44,0.44,99,224,0.16,portsweep
360,icmp,dns,SF,645,2784,1,0,3,3,0,0,14,70,0.59,0.75,0.91,16,57,0.41,smurf
999,udp,dns,S0,3994,5202,0,2,3,2,5,0,98,8,0.92,0.19,0.9,29,149,0.64,teardrop
443,udp,telnet,REJ,7159,1993,1,1,1,2,5,1,39,59,0.99,0.34,0.37,239,42,0.19,neptune
559,icmp,ftp,SF,8613,7642,0,3,3,2,0,1,24,25,0.76,0.7,0.89,180,30,0.77,guess_passwd
169,udp,ftp,SF,9355,7856,0,3,3,1,0,0,10,57,0.35,0.92,0.77,227,221,0.11,neptune
954,icmp,dns,RSTR,7354,8827,0,0,2,0,2,1,35,1,0.92,0.44,0.71,90,118,0.72,smurf
362,udp,dns,S0,9410,4183,0,2,3,3,0,1,47,59,0.55,0.26,0.88,237,6,0.12,nmap
653,tcp,dns,SF,1070,6825,0,3,0,3,2,1,66,53,0.87,0.54,0.54,24,31,0.96,nmap
775,tcp,dns,REJ,4592,3381,0,2,1,5,5,0,100,28,0.08,0.57,0.86,131,237,0.6,portsweep
657,udp,dns,RSTR,4647,4321,1,2,3,1,3,1,95,1,0.19,0.91,0.14,110,49,0.46,normal
819,udp,telnet,REJ,82,8897,1,0,3,1,4,0,54,22,0.59,0.81,0.52,143,189,0.23,guess_passwd
852,icmp,dns,S0,9804,3602,0,0,1,4,1,1,72,73,0.12,0.98,0.39,87,201,0.84,buffer_overflow
99,udp,dns,SF,5233,7852,1,3,2,4,1,0,88,67,0.59,0.19,0.53,76,107,0.78,guess_passwd
165,udp,dns,S0,4140,7359,1,3,3,3,1,0,45,32,0.73,0.52,0.99,57,93,0.42,warezclient
777,tcp,telnet,SF,2624,30,1,1,2,5,1,0,3,6,0.35,0.58,0.59,125,140,0.98,portsweep
248,tcp,ftp,SF,814,5618,0,3,0,0,3,1,36,85,0.64,0.02,0.15,160,57,0.17,buffer_overflow
209,tcp,ftp,S0,5666,209,1,3,3,0,3,0,52,5,0.18,0.32,0.38,196,227,0.35,buffer_overflow
561,icmp,http,RSTR,7386,7972,0,3,0,1,0,0,27,45,0.02,0.37,0.38,219,133,0.91,buffer_overflow
471,icmp,dns,RSTR,5823,6774,0,0,2,5,3,0,48,36,0.51,0.69,0.18,255,206,0.98,teardrop
396,icmp,http,S0,4916,9962,1,2,3,2,4,1,19,19,0.95,0.45,0.22,218,167,0.79,smurf
62,tcp,dns,S0,3789,4643,0,0,0,0,1,1,91,72,0.21,0.63,0.65,242,221,0.98,warezclient
733,udp,http,REJ,4861,8428,0,2,0,5,4,0,11,96,0.26,0.15,0.96,207,27,0.55,neptune
357,udp,dns,RSTR,7328,9654,1,0,0,0,4,1,38,33,0.75,0.44,0.51,59,120,0.09,portsweep
86,udp,http,RSTR,3157,591,1,1,1,0,0,0,46,90,0.07,0.76,0.26,191,125,0.14,satan
744,icmp,dns,SF,4936,7903,0,0,1,5,5,1,55,36,0.4,0.53,0.6,121,175,0.43,guess_passwd
451,tcp,telnet,RSTR,4346,5491,0,3,0,3,3,0,64,22,0.68,0.98,0.31,252,13,0.92,nmap
434,icmp,http,REJ,5268,9284,1,2,0,0,4,0,64,6,0.65,0.81,0.23,22,205,0.21,satan
281,udp,http,REJ,8039,3847,0,0,2,5,3,1,94,98,0.43,0.69,0.28,102,105,0.78,nmap
86,tcp,telnet,SF,5616,5566,0,2,1,2,2,0,3,15,0.36,0.55,0.77,181,181,0.35,normal
849,udp,telnet,RSTR,6908,8330,0,1,3,2,3,1,69,90,0.59,0.94,0.58,165,206,0.59,neptune
676,udp,http,RSTR,8359,7611,0,1,2,5,3,1,83,88,0.09,0.46,0.21,2,43,0.27,guess_passwd
994,icmp,ftp,REJ,9070,453,1,2,0,1,2,0,49,64,0.21,0.55,0.46,99,152,0.93,guess_passwd
813,tcp,telnet,REJ,1782,9964,1,0,1,5,4,1,43,45,0.87,0.35,0.8,229,112,0.33,normal
252,icmp,telnet,RSTR,17,1460,0,1,1,2,4,0,93,42,0.04,0.39,0.41,155,46,0.22,smurf
404,icmp,http,S0,8278,1148,0,1,0,5,2,0,24,66,0.08,0.85,0.83,237,3,0.1,guess_passwd
347,tcp,ftp,S0,8093,4183,1,3,1,1,3,1,3,5,0.36,0.06,0.77,214,224,0.15,portsweep
35,icmp,telnet,RSTR,3969,1901,1,0,2,5,3,0,12,18,0.9,0.47,0.06,78,237,0.77,smurf
364,icmp,http,SF,396,3085,1,0,3,2,1,1,22,95,0.61,0.45,0.34,139,252,0.67,guess_passwd
796,udp,dns,RSTR,3032,2841,0,1,2,4,4,1,17,4,0.72,0.39,0.67,84,247,0.73,neptune
50,tcp,telnet,REJ,2510,4924,1,0,1,0,0,0,24,99,0.58,0.97,0.15,172,130,0.07,guess_passwd
859,udp,http,S0,2685,1003,1,1,0,2,1,1,52,11,0.19,0.69,0.78,112,168,0.14,normal
190,tcp,http,RSTR,8450,2043,0,3,2,0,2,1,34,35,0.21,0.53,0.42,194,33,0.7,buffer_overflow
917,udp,http,SF,7555,8763,1,1,2,2,1,0,68,89,0.45,0.32,0.93,94,126,0.08,smurf
45,icmp,dns,S0,1308,7574,1,1,1,0,3,1,49,32,0.3,0.74,0.02,115,74,0.33,portsweep
3,icmp,dns,REJ,9168,2988,0,0,0,0,5,1,35,95,0.22,0.56,0.93,85,25,0.13,nmap
320,icmp,telnet,RSTR,849,2554,1,3,3,3,2,0,42,15,0.0,0.78,0.84,249,121,0.13,satan
956,icmp,http,S0,7087,8159,0,3,3,2,3,1,48,10,0.08,0.81,0.23,225,91,0.39,smurf
304,icmp,http,RSTR,5176,5041,1,0,2,5,1,0,10,46,0.27,0.96,0.55,211,156,0.99,buffer_overflow
14,tcp,telnet,SF,8293,9227,1,1,3,0,1,0,39,99,0.92,0.38,0.6,242,248,0.69,warezclient
303,tcp,telnet,REJ,7371,7168,0,3,1,3,1,1,62,71,0.5,0.54,0.96,0,234,0.46,portsweep
762,tcp,dns,RSTR,4204,8180,0,1,2,2,3,0,0,89,0.67,0.02,0.97,128,200,0.21,normal
662,icmp,ftp,REJ,5045,5047,0,2,3,4,0,1,33,54,0.17,0.29,0.22,86,130,0.73,warezclient
353,icmp,ftp,SF,8446,1820,1,2,2,0,2,0,97,95,0.78,0.91,0.44,42,17,0.62,normal
